source_name,canonical_group,verified_name_zh,verified_name_en,verified_city,verified_country,country_code,city_country,verified_entity_type,verification_status,confidence,uncertainty_flag,operational_status,verification_note,source_urls,verified_at,original_candidate_zh,original_candidate_en,original_suggested_country,raw_country_values,drink_count,public_visible_count,sample_drink_names,original_review_note
幻果实验室,幻果实验室,幻果实验室,Elmeleven,"Arlöv, Skåne",瑞典,SE,"Arlöv, Skåne（瑞典）",brewery_brand,verified,high,,,合并幻果实验/幻果实验室。,,2026-07-23,幻果实验,,,"Arlöv, Skåne:1",2,,分形,audit_2026-07-23_approved
幻果实验,幻果实验室,幻果实验室,Elmeleven,"Arlöv, Skåne",瑞典,SE,"Arlöv, Skåne（瑞典）",brewery_brand,verified,high,,,与幻果实验室同组。,,2026-07-23,,,,"Arlöv, Skåne:1",,,,audit_2026-07-23_approved
小樽酿造,小樽啤酒,小樽啤酒,Otaru Beer,北海道小樽市,日本,JP,北海道小樽市（日本）,brewery_brand,verified,high,,,小樽仓库 No.1；现场酿造啤酒馆。,,2026-07-23,北海道小樽|小樽酿造,Otaru Soko No.1 Brewery,,北海道小樽市:1,1,,北海道哈密瓜,audit_2026-07-23_approved
城市酿造,城市酿造,城市酿造,,,中国,CN,中国,brewery_brand,partially_verified,low,english_unverified | city_unverified,,英文留空；禁止译为 City Brewing（美国代工厂撞名）。,,2026-07-23,,,,中国:1,1,1,十月革命,audit_2026-07-23_approved
无邪酿造,无邪精酿,无邪精酿,Wuxie,,中国,CN,中国,brewery_brand,partially_verified,low,city_unverified,,主英文 Wuxie；Innocence Craft 为别名。,,2026-07-23,无邪酿造,Innocence Craft,,中国:1,,,,audit_2026-07-23_approved
百格波特,百格波特,百格波特,Big Pot Brewery,Rostov-on-Don,俄罗斯,RU,Rostov-on-Don（俄罗斯）,brand,verified,medium,,,俄罗斯契约型果泥/酸啤品牌；中文亦称大锅。,,2026-07-23,大锅,,,Rostov-on-Don:1,,,,audit_2026-07-23_approved
酸羽酿造,酸羽精酿,酸羽精酿,Drinker Brewing,,中国,CN,中国,brewery_brand,partially_verified,low,city_unverified,,合并酸羽/酸羽酿造；城市不填。,,2026-07-23,酸羽|酸羽酿造,,,中国:1,2,1,机械神明|原始恩赐,audit_2026-07-23_approved
酸羽,酸羽精酿,酸羽精酿,Drinker Brewing,,中国,CN,中国,brewery_brand,partially_verified,low,,,与酸羽精酿同组。,,2026-07-23,,,,中国:1,,,,audit_2026-07-23_approved
硬糖,硬糖西打酒,硬糖西打酒,Hard Candy Cider,南京,中国,CN,南京（中国）,cidery,verified,high,,,西打品牌，非传统啤酒厂。,,2026-07-23,,,,南京:1,1,1,桑葚葡萄,audit_2026-07-23_approved
野风筝,野风筝啤酒,野风筝啤酒,Wild Kite Brewing,北京,中国,CN,北京（中国）,brewery_brand,verified,high,,,,,2026-07-23,,Wild Kite,,北京:1,,,,audit_2026-07-23_approved
悠航,悠航鲜啤,悠航鲜啤,Slow Boat Brewery,北京,中国,CN,北京（中国）,brewery_brand,verified,high,,,标准英文 Slow Boat Brewery。,,2026-07-23,,Slowboat Brewing,,北京:1,2,1,此刻是吾|猴拳,audit_2026-07-23_approved
捷克维诺,维诺拉第啤酒厂,维诺拉第啤酒厂,Vinohradský Pivovar,Prague / Káraný,捷克,CZ,Prague / Káraný（捷克）,brewery_brand,verified,high,,,捷克维诺为中国市场简称。,,2026-07-23,捷克维诺|维诺,,,Prague / Káraný:1,1,1,炫猫,audit_2026-07-23_approved
朗客,朗客熏啤,朗客熏啤,Schlenkerla,"Bamberg, Bavaria",德国,DE,"Bamberg, Bavaria（德国）",brewery_brand,verified,high,,,品牌 Schlenkerla；法人 Heller-Trum 可作 legal alias。,https://www.schlenkerla.de/indexe.html,2026-07-23,舒伦克拉,Brauerei Heller-Trum,,"Bamberg, Bavaria:1",1,1,烟熏啤,audit_2026-07-23_approved
焊接工厂,焊接工厂,焊接工厂,WeldWerks Brewing Co.,"Greeley, Colorado",美国,US,"Greeley, Colorado（美国）",brewery_brand,verified,high,,,,,2026-07-23,,,,"Greeley, Colorado:1",1,,双倍爆汁,audit_2026-07-23_approved
猫宁,猫宁,猫宁,Morningcider,,新西兰,NZ,新西兰,cidery,verified,medium,city_unverified,,新西兰西打品牌；城市暂空。,,2026-07-23,,,,新西兰:1,1,,玫红草莓,audit_2026-07-23_approved
本末,本末,本末,ROOT + BRANCH,,美国,US,美国,brewery_brand,verified,medium,city_unverified,,ROOT + BRANCH；「本末·特伦」为合酿/展示写法，作 alias 不独立建厂。,,2026-07-23,本末·特伦|本末特伦,,,美国:1,5,2,劫尽|业劫|历史学会|本劫,audit_2026-07-23_approved
草原与风,草原与风,草原与风,STEPPE & WIND,,俄罗斯,RU,俄罗斯,meadery,verified,medium,city_unverified,,俄罗斯蜂蜜酒厂；Bochet 风格强项。,,2026-07-23,,STEPPE&WIND,,俄罗斯:1,,,,audit_2026-07-23_approved
牌点,牌点,牌点,Pips Meadery,,美国,US,美国,meadery,verified,medium,city_unverified,,蜂蜜酒厂；城市暂空。,,2026-07-23,,,,美国:1,,,,audit_2026-07-23_approved
愤怒的谷物,愤怒的谷物,愤怒的谷物,Grains of Wrath Brewing,,美国,US,美国,brewery_brand,verified,medium,city_unverified,,西海岸 IPA 与拉格；城市暂空。,,2026-07-23,,,,美国:1,,,,audit_2026-07-23_approved
乌托邦,乌托邦,乌托邦,Utopian Brewing,,英国,GB,英国,brewery_brand,verified,medium,city_unverified,,英国独立酒厂；拉格赛事表现突出。,,2026-07-23,,,,英国:1,,,,audit_2026-07-23_approved
乐威,乐威,乐威,Lervig,,挪威,NO,挪威,brewery_brand,verified,high,city_unverified,,挪威精酿；Mike Murphy 相关。,,2026-07-23,,,,挪威:1,,,,audit_2026-07-23_approved
众人之酒,众人之酒,众人之酒,Human People Beer,Seattle,美国,US,Seattle（美国）,brewery_brand,verified,medium,,,西雅图；主创曾供职 Modern Times。,,2026-07-23,,,,Seattle:1,,,,audit_2026-07-23_approved
伯利橡树,伯利橡树,伯利橡树,Burley Oak Brewing Company,,美国,US,美国,brewery_brand,verified,medium,city_unverified,,马里兰；JREAM 系列。,,2026-07-23,,,,美国:1,,,,audit_2026-07-23_approved
啤匠,啤匠,啤匠,Birrificio Italiano,,意大利,IT,意大利,brewery_brand,verified,high,,,意式皮尔森先驱。,,2026-07-23,,,,意大利:1,,,,audit_2026-07-23_approved
图乐,图乐,图乐,To Øl,,丹麦,DK,丹麦,brewery_brand,verified,high,city_unverified,,,,2026-07-23,,,,丹麦:1,,,,audit_2026-07-23_approved
巧计,巧计,巧计,Ruse Brewing,,美国,US,美国,brewery_brand,verified,medium,city_unverified,,俄勒冈 / 波特兰一带。,,2026-07-23,,,,美国:1,,,,audit_2026-07-23_approved
望月者,望月者,望月者,,,英国,GB,英国,brewery_brand,verified,medium,english_unverified | city_unverified,,审核：英文暂空；文案称英国 Moonraker，待酒标确认后再填。,,2026-07-23,,,,英国:1,,,,audit_2026-07-23_approved
托克索沃,托克索沃,托克索沃,,圣彼得堡,俄罗斯,RU,圣彼得堡（俄罗斯）,cidery,verified,medium,english_unverified,,审核：英文暂空；自然发酵西打。,,2026-07-23,,,,圣彼得堡:1,,,,audit_2026-07-23_approved
幽灵镇,幽灵镇,幽灵镇,Ghost Town Brewing,"Oakland, California",美国,US,"Oakland, California（美国）",brewery_brand,verified,high,,,,,2026-07-23,,,,"Oakland, California:1",,,,audit_2026-07-23_approved
私人印社,私人印社,私人印社,Private Press,,美国,US,美国,brewery_brand,verified,medium,city_unverified,,桶陈世涛/大麦酒；城市暂空。,,2026-07-23,,,,美国:1,,,,audit_2026-07-23_approved
金兰姐妹,金兰姐妹,金兰姐妹,,,新西兰,NZ,新西兰,brewery_brand,verified,low,english_unverified | city_unverified,,审核：英文暂空。,,2026-07-23,,,,新西兰:1,,,,audit_2026-07-23_approved
黑猫酿造,黑猫酿造,黑猫酿造,Black Cat,,俄罗斯,RU,俄罗斯,brewery_brand,verified,medium,city_unverified,,,,2026-07-23,,,,俄罗斯:1,,,,audit_2026-07-23_approved
希亚,希亚,希亚,Heater Allen,,美国,US,美国,brewery_brand,verified,high,city_unverified,,德式/捷克式拉格；与金点同体系分列。,,2026-07-23,,,,美国:1,,,,audit_2026-07-23_approved
金点,金点,金点,Gold Dot,,美国,US,美国,brand,verified,high,city_unverified,,与 Heater Allen 同体系平行品牌。,,2026-07-23,,,,美国:1,,,,audit_2026-07-23_approved
伯多克,伯多克,伯多克,Burdock Brewery,Toronto,加拿大,CA,Toronto（加拿大）,brewery_brand,verified,medium,,,,,2026-07-23,,,,Toronto:1,,,,audit_2026-07-23_approved
行空酿造,行空酒造,行空酒造,Xing Kong Artisan Ale,青岛,中国,CN,青岛（中国）,brewery_brand,corrected,high,,,行空酿造→行空酒造 alias row。,,2026-07-23,,,,青岛:1,,,,audit_2026-07-23_approved
